"word","category","category_reason","definition"
"hence","1","common english (recognizable)","(used to introduce a logical conclusion) from that fact or reason or as a result"
"henceforth","2","uncommon or archaic (low frequency)","from this time forth; from now on"
"henceforward","2","uncommon or archaic (low frequency)","from this time forth; from now on"
"henchman","2","uncommon or archaic (low frequency)","someone who assists in a plot"
"henchmen","2","uncommon or archaic (low frequency)","someone who assists in a plot"
"henna","2","uncommon or archaic (low frequency)","a reddish brown dye used especially on hair"
"hennaed","2","uncommon or archaic (low frequency)","apply henna to one's hair"
"hennas","2","uncommon or archaic (low frequency)","a reddish brown dye used especially on hair"
"henpecked","2","uncommon or archaic (low frequency)","harassed by persistent nagging"
"henries","2","uncommon or archaic (low frequency)","a unit of inductance in which an induced electromotive force of one volt is produced when the current is varied at the rate of one ampere per second"
"henry","1","common english (recognizable)","a unit of inductance in which an induced electromotive force of one volt is produced when the current is varied at the rate of one ampere per second"
"henrys","2","uncommon or archaic (low frequency)","a unit of inductance in which an induced electromotive force of one volt is produced when the current is varied at the rate of one ampere per second"
"hens","2","uncommon or archaic (low frequency)","adult female chicken"
"hep","2","uncommon or archaic (low frequency)","informed about the latest trends"
"heparin","2","uncommon or archaic (low frequency)","a polysaccharide produced in basophils (especially in the lung and liver) and that inhibits the activity of thrombin in coagulation of the blood; it (trade names Lipo-Hepin and Liquaemin) is used as an anticoagulant in the treatment of thrombosis and in heart surgery"
"hepatic","2","uncommon or archaic (low frequency)","any of numerous small green nonvascular plants of the class Hepaticopsida growing in wet places and resembling green seaweeds or leafy mosses"
"hepatitis","1","common english (recognizable)","inflammation of the liver caused by a virus or a toxin"
"hepatomegaly","2","uncommon or archaic (low frequency)","abnormal enlargement of the liver"
"hepatotoxic","2","uncommon or archaic (low frequency)","toxic to the liver"
"hephaestus","2","uncommon or archaic (low frequency)","(Greek mythology) the lame god of fire and metalworking in ancient mythology; identified with Roman Vulcan"
"heptad","2","uncommon or archaic (low frequency)","the cardinal number that is the sum of six and one"
"heptagon","2","uncommon or archaic (low frequency)","a seven-sided polygon"
"heptane","2","uncommon or archaic (low frequency)","a colorless volatile highly flammable liquid obtained from petroleum and used as an anesthetic or a solvent or in determining octane ratings"
"herald","1","common english (recognizable)","(formal) a person who announces important news"
"heralded","2","uncommon or archaic (low frequency)","foreshadow or presage"
"heraldic","2","uncommon or archaic (low frequency)","indicative of or announcing something to come"
"heralding","2","uncommon or archaic (low frequency)","foreshadow or presage"
"heraldry","2","uncommon or archaic (low frequency)","the study and classification of armorial bearings and the tracing of genealogies"
"heralds","2","uncommon or archaic (low frequency)","(formal) a person who announces important news"
"herb","1","common english (recognizable)","a plant lacking a permanent woody stem; many are flowering garden plants or potherbs; some having medicinal properties; some are pests"
"herbaceous","2","uncommon or archaic (low frequency)","characteristic of a nonwoody herb or plant part"
"herbage","2","uncommon or archaic (low frequency)","succulent herbaceous vegetation of pasture land"
"herbal","2","uncommon or archaic (low frequency)","tea-like drink made of leaves of various herbs"
"herbalist","2","uncommon or archaic (low frequency)","a therapist who heals by the use of herbs"
"herbalists","2","uncommon or archaic (low frequency)","a therapist who heals by the use of herbs"
"herbals","2","uncommon or archaic (low frequency)","tea-like drink made of leaves of various herbs"
"herbaria","2","uncommon or archaic (low frequency)","a collection of dried plants that are mounted and systematically classified for study"
"herbarium","2","uncommon or archaic (low frequency)","a collection of dried plants that are mounted and systematically classified for study"
"herbicide","2","uncommon or archaic (low frequency)","a chemical agent that destroys plants or inhibits their growth"
"herbicides","2","uncommon or archaic (low frequency)","a chemical agent that destroys plants or inhibits their growth"
"herbivore","2","uncommon or archaic (low frequency)","any animal that feeds chiefly on grass and other plants"
"herbivores","2","uncommon or archaic (low frequency)","any animal that feeds chiefly on grass and other plants"
"herbivorous","2","uncommon or archaic (low frequency)","feeding only on plants"
"herbs","1","common english (recognizable)","a plant lacking a permanent woody stem; many are flowering garden plants or potherbs; some having medicinal properties; some are pests"
"herd","1","common english (recognizable)","a group of cattle or sheep or other domestic mammals all of the same kind that are herded by humans"
"herded","2","uncommon or archaic (low frequency)","cause to herd, drive, or crowd together"
"herding","2","uncommon or archaic (low frequency)","cause to herd, drive, or crowd together"
"herds","2","uncommon or archaic (low frequency)","a group of cattle or sheep or other domestic mammals all of the same kind that are herded by humans"
"herdsman","2","uncommon or archaic (low frequency)","someone who drives a herd"
"herdsmen","2","uncommon or archaic (low frequency)","someone who drives a herd"
"here","1","common english (recognizable)","the present location; this place"
"hereabout","2","uncommon or archaic (low frequency)","in this general vicinity"
"hereabouts","2","uncommon or archaic (low frequency)","in this general vicinity"
"hereafter","2","uncommon or archaic (low frequency)","life after death"
"hereby","1","common english (recognizable)","(formal) by means of this"
"hereditaments","2","uncommon or archaic (low frequency)","any property (real or personal or mixed) that can be inherited"
"hereditary","2","uncommon or archaic (low frequency)","occurring among members of a family usually by heredity"
"heredity","2","uncommon or archaic (low frequency)","the biological process whereby genetic factors are transmitted from one generation to the next"
"herein","1","common english (recognizable)","in this place or thing or document"
"hereinafter","2","uncommon or archaic (low frequency)","in a subsequent part of this document or statement or matter etc."
"hereinbefore","2","uncommon or archaic (low frequency)","in the preceding part of the current text"
"hereof","2","uncommon or archaic (low frequency)","of or concerning this"
"heresies","2","uncommon or archaic (low frequency)","any opinions or doctrines at variance with the official or orthodox position"
"heresy","2","uncommon or archaic (low frequency)","any opinions or doctrines at variance with the official or orthodox position"
"heretic","2","uncommon or archaic (low frequency)","a person who holds religious beliefs in conflict with the dogma of the Roman Catholic Church"
"heretical","2","uncommon or archaic (low frequency)","characterized by departure from accepted beliefs or standards"
"heretics","2","uncommon or archaic (low frequency)","a person who holds religious beliefs in conflict with the dogma of the Roman Catholic Church"
"hereto","2","uncommon or archaic (low frequency)","to this writing or document"
"heretofore","2","uncommon or archaic (low frequency)","used in negative statement to describe a situation that has existed up to this point or up to the present time"
"hereunder","2","uncommon or archaic (low frequency)","in a subsequent part of this document or statement or matter etc."
"hereupon","2","uncommon or archaic (low frequency)","immediately after this"
"herewith","2","uncommon or archaic (low frequency)","(formal) by means of this"
"heritable","2","uncommon or archaic (low frequency)","capable of being inherited"
"heritage","1","common english (recognizable)","practices that are handed down from the past by tradition"
"heritages","2","uncommon or archaic (low frequency)","practices that are handed down from the past by tradition"
"heritors","2","uncommon or archaic (low frequency)","a person who is entitled by law or by the terms of a will to inherit the estate of another"
"herm","2","uncommon or archaic (low frequency)","a statue consisting of a squared stone pillar with a carved head (usually a bearded Hermes) on top; used in ancient Greece as a boundary marker or signpost"
"hermaphrodite","2","uncommon or archaic (low frequency)","one having both male and female sexual characteristics and organs; at birth an unambiguous assignment of male or female cannot be made"
"hermaphrodites","2","uncommon or archaic (low frequency)","one having both male and female sexual characteristics and organs; at birth an unambiguous assignment of male or female cannot be made"
"hermaphroditic","2","uncommon or archaic (low frequency)","of or relating to monoclinous plants"
"hermaphroditism","2","uncommon or archaic (low frequency)","congenital condition in which external genitalia and internal sex organs have both male and female characteristics"
"hermeneutic","2","uncommon or archaic (low frequency)","interpretive or explanatory"
"hermeneutics","2","uncommon or archaic (low frequency)","the branch of theology that deals with principles of exegesis"
"hermetic","2","uncommon or archaic (low frequency)","completely sealed; completely airtight"
"hermetically","2","uncommon or archaic (low frequency)","in an airtight manner"
"hermit","2","uncommon or archaic (low frequency)","one retired from society for religious reasons"
"hermitage","2","uncommon or archaic (low frequency)","the abode of a hermit"
"hermitages","2","uncommon or archaic (low frequency)","the abode of a hermit"
"hermits","2","uncommon or archaic (low frequency)","one retired from society for religious reasons"
"herms","2","uncommon or archaic (low frequency)","a statue consisting of a squared stone pillar with a carved head (usually a bearded Hermes) on top; used in ancient Greece as a boundary marker or signpost"
"hernia","2","uncommon or archaic (low frequency)","rupture in smooth muscle tissue through which a bodily structure protrudes"
"hernias","2","uncommon or archaic (low frequency)","rupture in smooth muscle tissue through which a bodily structure protrudes"
"herniation","2","uncommon or archaic (low frequency)","rupture in smooth muscle tissue through which a bodily structure protrudes"
"herniations","2","uncommon or archaic (low frequency)","rupture in smooth muscle tissue through which a bodily structure protrudes"
"hero","1","common english (recognizable)","a man distinguished by exceptional courage and nobility and strength"
"heroes","1","common english (recognizable)","a man distinguished by exceptional courage and nobility and strength"
"heroic","1","common english (recognizable)","a verse form suited to the treatment of heroic or elevated themes; dactylic hexameter or iambic pentameter"
"heroically","2","uncommon or archaic (low frequency)","in a heroic manner"
"heroics","2","uncommon or archaic (low frequency)","ostentatious or vainglorious or extravagant or melodramatic conduct"
"heroin","1","common english (recognizable)","a narcotic that is considered a hard drug; a highly addictive morphine derivative; intravenous injection provides the fastest and most intense rush"
"heroine","1","common english (recognizable)","the main good female character in a work of fiction"
"heroines","2","uncommon or archaic (low frequency)","the main good female character in a work of fiction"
"heroism","2","uncommon or archaic (low frequency)","the qualities of a hero or heroine; exceptional or heroic courage when facing danger (especially in battle)"
"heron","2","uncommon or archaic (low frequency)","Greek mathematician and inventor who devised a way to determine the area of a triangle and who described various mechanical devices (first century)"
"heronry","2","uncommon or archaic (low frequency)","a breeding ground for herons; a heron rookery"
"herons","2","uncommon or archaic (low frequency)","Greek mathematician and inventor who devised a way to determine the area of a triangle and who described various mechanical devices (first century)"
"herpes","2","uncommon or archaic (low frequency)","viral diseases causing eruptions of the skin or mucous membrane"
"herpetologist","2","uncommon or archaic (low frequency)","a zoologist who studies reptiles and amphibians"
"herpetologists","2","uncommon or archaic (low frequency)","a zoologist who studies reptiles and amphibians"
"herpetology","2","uncommon or archaic (low frequency)","the branch of zoology concerned with reptiles and amphibians"
"herrenvolk","2","uncommon or archaic (low frequency)","a race that considers itself superior to all others and fitted to rule the others"
"herring","2","uncommon or archaic (low frequency)","valuable flesh of fatty fish from shallow waters of northern Atlantic or Pacific; usually salted or pickled"
"herringbone","2","uncommon or archaic (low frequency)","a twilled fabric with a herringbone pattern"
"herrings","2","uncommon or archaic (low frequency)","valuable flesh of fatty fish from shallow waters of northern Atlantic or Pacific; usually salted or pickled"
"hertfordshire","2","uncommon or archaic (low frequency)","a county in southern England"
"hertz","2","uncommon or archaic (low frequency)","the unit of frequency; one hertz has a periodic interval of one second"
"hes","1","common english (recognizable)","a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas)"
"hesitance","2","uncommon or archaic (low frequency)","a feeling of diffidence and indecision about doing something"
"hesitancy","2","uncommon or archaic (low frequency)","a feeling of diffidence and indecision about doing something"
"hesitant","2","uncommon or archaic (low frequency)","lacking decisiveness of character; unable to act or decide quickly or firmly"
"hesitantly","2","uncommon or archaic (low frequency)","with hesitation; in a hesitant manner"
"hesitate","1","common english (recognizable)","pause or hold back in uncertainty or unwillingness"
"hesitated","2","uncommon or archaic (low frequency)","pause or hold back in uncertainty or unwillingness"
"hesitates","2","uncommon or archaic (low frequency)","pause or hold back in uncertainty or unwillingness"
"hesitating","2","uncommon or archaic (low frequency)","pause or hold back in uncertainty or unwillingness"
"hesitatingly","2","uncommon or archaic (low frequency)","with hesitation; in a hesitant manner"
"hesitation","1","common english (recognizable)","indecision in speech or action"
"hesitations","2","uncommon or archaic (low frequency)","indecision in speech or action"
"hesperides","2","uncommon or archaic (low frequency)","(Greek mythology) group of 3 to 7 nymphs who guarded the golden apples that Gaea gave as a wedding gift to Hera"
"hessian","2","uncommon or archaic (low frequency)","(19th century) a man's high tasseled boot"
"het","2","uncommon or archaic (low frequency)","made warm or hot (`het' is a dialectal variant of `heated')"
"heterocycle","2","uncommon or archaic (low frequency)","a compound containing a heterocyclic ring"
"heterocyclic","2","uncommon or archaic (low frequency)","a compound containing a heterocyclic ring"
"heterodox","2","uncommon or archaic (low frequency)","characterized by departure from accepted beliefs or standards"
"heterodoxy","2","uncommon or archaic (low frequency)","any opinions or doctrines at variance with the official or orthodox position"
"heterodyne","2","uncommon or archaic (low frequency)","combine (a radio frequency wave) with a locally generated wave of a different frequency so as to produce a new frequency equal to the sum or the difference between the two"
"heterogeneities","2","uncommon or archaic (low frequency)","the quality of being diverse and not comparable in kind"
"heterogeneity","2","uncommon or archaic (low frequency)","the quality of being diverse and not comparable in kind"
"heterogeneous","2","uncommon or archaic (low frequency)","consisting of elements that are not of the same kind or nature"
"heterogenous","2","uncommon or archaic (low frequency)","consisting of elements that are not of the same kind or nature"
"heterologous","2","uncommon or archaic (low frequency)","not corresponding in structure or evolutionary origin"
"heteroptera","2","uncommon or archaic (low frequency)","true bugs"
"heterosexual","2","uncommon or archaic (low frequency)","a heterosexual person; someone having a sexual orientation to persons of the opposite sex"
"heterosexuality","2","uncommon or archaic (low frequency)","a sexual attraction to (or sexual relations with) persons of the opposite sex"
"heterosexuals","2","uncommon or archaic (low frequency)","a heterosexual person; someone having a sexual orientation to persons of the opposite sex"
"heterosis","2","uncommon or archaic (low frequency)","(genetics) the tendency of a crossbred organism to have qualities superior to those of either parent"
"heterotrophic","2","uncommon or archaic (low frequency)","requiring organic compounds of carbon and nitrogen for nourishment"
"heterozygosity","2","uncommon or archaic (low frequency)","the state of being heterozygous; having two different alleles of the same gene"
"heterozygote","2","uncommon or archaic (low frequency)","(genetics) an organism having two different alleles of a particular gene and so giving rise to varying offspring"
"heterozygotes","2","uncommon or archaic (low frequency)","(genetics) an organism having two different alleles of a particular gene and so giving rise to varying offspring"
"heterozygous","2","uncommon or archaic (low frequency)","having dissimilar alleles at corresponding chromosomal loci"
"heuchera","2","uncommon or archaic (low frequency)","genus of North American herbs with basal cordate or orbicular leaves and small panicled flowers"
"heuristic","2","uncommon or archaic (low frequency)","a commonsense rule (or set of rules) intended to increase the probability of solving some problem"
"heuristics","2","uncommon or archaic (low frequency)","a commonsense rule (or set of rules) intended to increase the probability of solving some problem"
"hevea","2","uncommon or archaic (low frequency)","small genus of South American trees yielding latex"
"hew","2","uncommon or archaic (low frequency)","make or shape as with an axe"
"hewed","2","uncommon or archaic (low frequency)","make or shape as with an axe"
"hewer","2","uncommon or archaic (low frequency)","a person who hews"
"hewers","2","uncommon or archaic (low frequency)","a person who hews"
"hewing","2","uncommon or archaic (low frequency)","make or shape as with an axe"
"hewn","2","uncommon or archaic (low frequency)","make or shape as with an axe"
"hews","2","uncommon or archaic (low frequency)","make or shape as with an axe"
"hex","2","uncommon or archaic (low frequency)","an evil spell"
"hexadecimal","2","uncommon or archaic (low frequency)","of or pertaining to a number system having 16 as its base"
"hexagon","2","uncommon or archaic (low frequency)","a six-sided polygon"
"hexagonal","2","uncommon or archaic (low frequency)","having six sides or divided into hexagons"
"hexagons","2","uncommon or archaic (low frequency)","a six-sided polygon"
"hexagram","2","uncommon or archaic (low frequency)","a regular polygon formed by extending each of the sides of a regular hexagon to form two equilateral triangles"
"hexagrams","2","uncommon or archaic (low frequency)","a regular polygon formed by extending each of the sides of a regular hexagon to form two equilateral triangles"
"hexahedron","2","uncommon or archaic (low frequency)","any polyhedron having six plane faces"
"hexameter","2","uncommon or archaic (low frequency)","a verse line having six metrical feet"
"hexameters","2","uncommon or archaic (low frequency)","a verse line having six metrical feet"
"hexane","2","uncommon or archaic (low frequency)","a colorless flammable liquid alkane derived from petroleum and used as a solvent"
"hexapod","2","uncommon or archaic (low frequency)","an animal having six feet"
"hexapods","2","uncommon or archaic (low frequency)","an animal having six feet"
"hexed","2","uncommon or archaic (low frequency)","cast a spell over someone or something; put a hex on someone or something"
"hexes","2","uncommon or archaic (low frequency)","an evil spell"
"hexing","2","uncommon or archaic (low frequency)","cast a spell over someone or something; put a hex on someone or something"
"hexose","2","uncommon or archaic (low frequency)","a monosaccharide that contains six carbon atoms per molecule"
"heyday","2","uncommon or archaic (low frequency)","the period of greatest prosperity or productivity"
"heydays","2","uncommon or archaic (low frequency)","the period of greatest prosperity or productivity"
"hi","1","common english (recognizable)","an expression of greeting"
"hiatus","2","uncommon or archaic (low frequency)","an interruption in the intensity or amount of something"
"hiatuses","2","uncommon or archaic (low frequency)","an interruption in the intensity or amount of something"
"hibachi","2","uncommon or archaic (low frequency)","a portable brazier that burns charcoal and has a grill for cooking"
"hibernal","2","uncommon or archaic (low frequency)","characteristic of or relating to winter"
"hibernate","2","uncommon or archaic (low frequency)","sleep during winter"
"hibernated","2","uncommon or archaic (low frequency)","sleep during winter"
"hibernates","2","uncommon or archaic (low frequency)","sleep during winter"
"hibernating","2","uncommon or archaic (low frequency)","sleep during winter"
"hibernation","2","uncommon or archaic (low frequency)","the torpid or resting state in which some animals pass the winter"
"hiccough","2","uncommon or archaic (low frequency)","(usually plural) the state of having reflex spasms of the diaphragm accompanied by a rapid closure of the glottis producing an audible sound; sometimes a symptom of indigestion"
"hiccoughs","2","uncommon or archaic (low frequency)","(usually plural) the state of having reflex spasms of the diaphragm accompanied by a rapid closure of the glottis producing an audible sound; sometimes a symptom of indigestion"
"hiccup","2","uncommon or archaic (low frequency)","(usually plural) the state of having reflex spasms of the diaphragm accompanied by a rapid closure of the glottis producing an audible sound; sometimes a symptom of indigestion"
"hiccuped","2","uncommon or archaic (low frequency)","breathe spasmodically, and make a sound"
"hiccuping","2","uncommon or archaic (low frequency)","breathe spasmodically, and make a sound"
"hiccupped","2","uncommon or archaic (low frequency)","breathe spasmodically, and make a sound"
"hiccupping","2","uncommon or archaic (low frequency)","breathe spasmodically, and make a sound"
"hiccups","2","uncommon or archaic (low frequency)","(usually plural) the state of having reflex spasms of the diaphragm accompanied by a rapid closure of the glottis producing an audible sound; sometimes a symptom of indigestion"
"hick","2","uncommon or archaic (low frequency)","a person who is not very intelligent or interested in culture"
"hickey","2","uncommon or archaic (low frequency)","a small inflamed elevation of the skin; a pustule or papule; common symptom in acne"
"hickeys","2","uncommon or archaic (low frequency)","a small inflamed elevation of the skin; a pustule or papule; common symptom in acne"
"hickories","2","uncommon or archaic (low frequency)","valuable tough heavy hardwood from various hickory trees"
"hickory","2","uncommon or archaic (low frequency)","valuable tough heavy hardwood from various hickory trees"
"hicks","1","common english (recognizable)","a person who is not very intelligent or interested in culture"
"hid","1","common english (recognizable)","prevent from being seen or discovered"
"hidden","1","common english (recognizable)","prevent from being seen or discovered"
"hiddenness","2","uncommon or archaic (low frequency)","the state of being covert and hidden"
"hide","1","common english (recognizable)","the dressed skin of an animal (especially a large animal)"
"hideaway","2","uncommon or archaic (low frequency)","a hiding place; usually a remote place used by outlaws"
"hideaways","2","uncommon or archaic (low frequency)","a hiding place; usually a remote place used by outlaws"
"hided","2","uncommon or archaic (low frequency)","prevent from being seen or discovered"
"hideous","2","uncommon or archaic (low frequency)","grossly offensive to decency or morality; causing horror"
"hideously","2","uncommon or archaic (low frequency)","in a hideous manner"
"hideousness","2","uncommon or archaic (low frequency)","dreadful ugliness; horrible repulsiveness"
"hideout","2","uncommon or archaic (low frequency)","a hiding place; usually a remote place used by outlaws"
"hideouts","2","uncommon or archaic (low frequency)","a hiding place; usually a remote place used by outlaws"
"hides","1","common english (recognizable)","the dressed skin of an animal (especially a large animal)"
"hiding","1","common english (recognizable)","the activity of keeping something secret"
"hidings","2","uncommon or archaic (low frequency)","the activity of keeping something secret"
"hie","2","uncommon or archaic (low frequency)","move fast"
"hied","2","uncommon or archaic (low frequency)","move fast"
"hierarch","2","uncommon or archaic (low frequency)","a person who holds a high position in a hierarchy"
"hierarchal","2","uncommon or archaic (low frequency)","classified according to various criteria into successive levels or layers"
"hierarchic","2","uncommon or archaic (low frequency)","classified according to various criteria into successive levels or layers"
"hierarchical","2","uncommon or archaic (low frequency)","classified according to various criteria into successive levels or layers"
"hierarchically","2","uncommon or archaic (low frequency)","in a hierarchical manner"
"hierarchies","2","uncommon or archaic (low frequency)","a series of ordered groupings of people or things within a system"
"hierarchs","2","uncommon or archaic (low frequency)","a person who holds a high position in a hierarchy"
"hierarchy","1","common english (recognizable)","a series of ordered groupings of people or things within a system"
"hieratic","2","uncommon or archaic (low frequency)","a cursive form of Egyptian hieroglyphics; used especially by the priests"
"hieroglyph","2","uncommon or archaic (low frequency)","writing that resembles hieroglyphics (usually by being illegible)"
"hieroglyphic","2","uncommon or archaic (low frequency)","writing that resembles hieroglyphics (usually by being illegible)"
"hieroglyphics","2","uncommon or archaic (low frequency)","writing that resembles hieroglyphics (usually by being illegible)"
"hies","2","uncommon or archaic (low frequency)","move fast"
"high","1","common english (recognizable)","a lofty level or position or degree"
"highball","2","uncommon or archaic (low frequency)","a mixed drink made of alcoholic liquor mixed with water or a carbonated beverage and served in a tall glass"
"highballs","2","uncommon or archaic (low frequency)","a mixed drink made of alcoholic liquor mixed with water or a carbonated beverage and served in a tall glass"
"highboy","2","uncommon or archaic (low frequency)","a tall chest of drawers divided into two sections and supported on four legs"
"highbrow","2","uncommon or archaic (low frequency)","a person of intellectual or erudite tastes"
"highbrows","2","uncommon or archaic (low frequency)","a person of intellectual or erudite tastes"
"highchairs","2","uncommon or archaic (low frequency)","a chair for feeding a very young child; has four long legs and a footrest and a detachable tray"
"higher","1","common english (recognizable)","advanced in complexity or elaboration"
"highest","1","common english (recognizable)","greater than normal in degree or intensity or amount"
"highfalutin","2","uncommon or archaic (low frequency)","affectedly genteel"
"highflying","2","uncommon or archaic (low frequency)","moving upward or along at a considerable height"
"highjack","2","uncommon or archaic (low frequency)","seizure of a vehicle in transit either to rob it or divert it to an alternate destination"
"highjacked","2","uncommon or archaic (low frequency)","take arbitrarily or by force"
"highjacking","2","uncommon or archaic (low frequency)","robbery of a traveller or vehicle in transit or seizing control of a vehicle by the use of force"
"highland","1","common english (recognizable)","elevated (e.g., mountainous) land"
"highlander","2","uncommon or archaic (low frequency)","a soldier in a Scottish regiment from the Highlands"
"highlanders","2","uncommon or archaic (low frequency)","a soldier in a Scottish regiment from the Highlands"
"highlands","1","common english (recognizable)","a mountainous region of northern Scotland famous for its rugged beauty; known for the style of dress (the kilt and tartan) and the clan system (now in disuse)"
"highlight","1","common english (recognizable)","the most interesting or memorable part"
"highlighted","1","common english (recognizable)","move into the foreground to make more visible or prominent"
"highlighting","1","common english (recognizable)","an area of lightness in a picture"
"highlights","1","common english (recognizable)","the most interesting or memorable part"
"highly","1","common english (recognizable)","to a high degree or extent; favorably or with much respect"
"highness","2","uncommon or archaic (low frequency)","(Your Highness or His Highness or Her Highness) title used to address a royal person"
"highnesses","2","uncommon or archaic (low frequency)","(Your Highness or His Highness or Her Highness) title used to address a royal person"
"highroad","2","uncommon or archaic (low frequency)","a highway"
"highs","1","common english (recognizable)","a lofty level or position or degree"
"highschool","2","uncommon or archaic (low frequency)","a public secondary school usually including grades 9 through 12"
"hightail","2","uncommon or archaic (low frequency)","leave as fast as possible"
"hightailed","2","uncommon or archaic (low frequency)","leave as fast as possible"
"hightailing","2","uncommon or archaic (low frequency)","leave as fast as possible"
"highway","1","common english (recognizable)","a major road for any form of motor transport"
"highwayman","2","uncommon or archaic (low frequency)","a holdup man who stops a vehicle and steals from it"
"highwaymen","2","uncommon or archaic (low frequency)","a holdup man who stops a vehicle and steals from it"
"highways","1","common english (recognizable)","a major road for any form of motor transport"
"hijab","2","uncommon or archaic (low frequency)","a headscarf worn by Muslim women; conceals the hair and neck and usually has a face veil that covers the face"
"hijabs","2","uncommon or archaic (low frequency)","a headscarf worn by Muslim women; conceals the hair and neck and usually has a face veil that covers the face"
"hijack","2","uncommon or archaic (low frequency)","seizure of a vehicle in transit either to rob it or divert it to an alternate destination"
"hijacked","2","uncommon or archaic (low frequency)","take arbitrarily or by force"
"hijacker","2","uncommon or archaic (low frequency)","a holdup man who stops a vehicle and steals from it"
"hijackers","2","uncommon or archaic (low frequency)","a holdup man who stops a vehicle and steals from it"
"hijacking","2","uncommon or archaic (low frequency)","robbery of a traveller or vehicle in transit or seizing control of a vehicle by the use of force"
"hijackings","2","uncommon or archaic (low frequency)","robbery of a traveller or vehicle in transit or seizing control of a vehicle by the use of force"
"hijacks","2","uncommon or archaic (low frequency)","seizure of a vehicle in transit either to rob it or divert it to an alternate destination"
"hijinks","2","uncommon or archaic (low frequency)","noisy and mischievous merrymaking"
"hike","1","common english (recognizable)","a long walk usually for exercise or pleasure"
"hiked","2","uncommon or archaic (low frequency)","increase"
"hiker","2","uncommon or archaic (low frequency)","a foot traveler; someone who goes on an extended walk (for pleasure)"
"hikers","2","uncommon or archaic (low frequency)","a foot traveler; someone who goes on an extended walk (for pleasure)"
"hikes","2","uncommon or archaic (low frequency)","a long walk usually for exercise or pleasure"
"hiking","1","common english (recognizable)","a long walk usually for exercise or pleasure"
"hila","2","uncommon or archaic (low frequency)","(anatomy) a depression or fissure where vessels or nerves or ducts enter a bodily organ"
"hilar","2","uncommon or archaic (low frequency)","of or relating to or located near a hilum"
"hilarious","1","common english (recognizable)","marked by or causing boisterous merriment or convulsive laughter"
"hilariously","2","uncommon or archaic (low frequency)","in a hilarious manner"
"hilarity","2","uncommon or archaic (low frequency)","great merriment"
"hildebrand","2","uncommon or archaic (low frequency)","the Italian pope who fought to establish the supremacy of the pope over the Roman Catholic Church and the supremacy of the church over the state (1020-1085)"
"hili","2","uncommon or archaic (low frequency)","(anatomy) a depression or fissure where vessels or nerves or ducts enter a bodily organ"
"hill","1","common english (recognizable)","a local and well-defined elevation of the land"
"hillbillies","2","uncommon or archaic (low frequency)","a disparaging term for an unsophisticated person"
"hilling","2","uncommon or archaic (low frequency)","form into a hill"
"hillock","2","uncommon or archaic (low frequency)","a small natural hill"
"hillocks","2","uncommon or archaic (low frequency)","a small natural hill"
"hills","1","common english (recognizable)","a local and well-defined elevation of the land"
"hillside","2","uncommon or archaic (low frequency)","the side or slope of a hill"
"hillsides","2","uncommon or archaic (low frequency)","the side or slope of a hill"
"hilltop","2","uncommon or archaic (low frequency)","the peak of a hill"
"hilltops","2","uncommon or archaic (low frequency)","the peak of a hill"
"hilly","2","uncommon or archaic (low frequency)","having hills and crags"
"hilt","2","uncommon or archaic (low frequency)","the handle of a sword or dagger"
"hilts","2","uncommon or archaic (low frequency)","the handle of a sword or dagger"
"hilum","2","uncommon or archaic (low frequency)","(anatomy) a depression or fissure where vessels or nerves or ducts enter a bodily organ"
"hin","2","uncommon or archaic (low frequency)","ancient Hebrew unit of liquid measure = 1.5 gallons"
"hind","1","common english (recognizable)","any of several mostly spotted fishes that resemble groupers"
"hinder","2","uncommon or archaic (low frequency)","be a hindrance or obstacle to"
"hinderance","2","uncommon or archaic (low frequency)","something immaterial that interferes with or delays action or progress"
"hindered","2","uncommon or archaic (low frequency)","be a hindrance or obstacle to"
"hinderer","2","uncommon or archaic (low frequency)","located at or near the back of an animal"
"hindering","2","uncommon or archaic (low frequency)","be a hindrance or obstacle to"
"hinders","2","uncommon or archaic (low frequency)","be a hindrance or obstacle to"
"hindmost","2","uncommon or archaic (low frequency)","located farthest to the rear"
"hindquarter","2","uncommon or archaic (low frequency)","the back half of a side of meat"
"hindquarters","2","uncommon or archaic (low frequency)","the fleshy part of the human body that you sit on"
"hindrance","2","uncommon or archaic (low frequency)","something immaterial that interferes with or delays action or progress"
"hindrances","2","uncommon or archaic (low frequency)","something immaterial that interferes with or delays action or progress"
"hinds","2","uncommon or archaic (low frequency)","any of several mostly spotted fishes that resemble groupers"
"hindsight","2","uncommon or archaic (low frequency)","understanding the nature of an event after it has happened"
"hindustani","2","uncommon or archaic (low frequency)","a native or inhabitant of Hindustan or India"
"hinge","2","uncommon or archaic (low frequency)","a joint that holds two parts together so that one can swing relative to the other"
"hinged","2","uncommon or archaic (low frequency)","attach with a hinge"
"hinges","2","uncommon or archaic (low frequency)","a joint that holds two parts together so that one can swing relative to the other"
"hinging","2","uncommon or archaic (low frequency)","attach with a hinge"
"hinny","2","uncommon or archaic (low frequency)","hybrid offspring of a male horse and a female donkey or ass; usually sterile"
"hins","2","uncommon or archaic (low frequency)","ancient Hebrew unit of liquid measure = 1.5 gallons"
